"org_ID","parent_ID","code","finance_code","name","name_short_30","name_short_15","org_type_ID","org_type","active","location_address1","location_address2","location_address3","location_city","location_state","location_zip","location","location_zip_ext","location_phone","location_fax","location_email","location_web_site","grade_code_low","grade_code_high","grade_span","contact_title_ID","title","user_firstname","user_middlename","user_lastname","user_suffix","contact_ID","fullname","role_name","role_ID","contact_phone","contact_phone2","contact_phone3","contact_fax","contact_email","group_code","group_name","group_ID","listing_order","sch_sub_type_ID","sch_sub_type_name","role_sort_order","source","OverRideSortOrder"
"1338","","35326","","Overbrook Academy","Overbrook Academy","Overbrook","2","School","Y","60 Austin Avenue","","","Greenville","RI","02828","Greenville, RI  02828","","(401) 349-3444","","manton@ovrbrk.org","","06","09","06 - 09","2","Principal","Mariana","","Anton","","7176","Mariana  Anton","Principal","2","(401) 349-3444","","","","manton@ovrbrk.org","Smithfield","Town of Smithfield","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","900"
"1163","","31321","","The Children's Workshop-Smithfield","The Children's Workshop-S","Children's","2","School","Y","22 Cedar Swamp Road","","","Smithfield","RI","02917","Smithfield, RI  02917","","(401) 233-2828","","smithfield@thechildrensworkshop.com","","PK","KF","PK - KF","9","Director","Leslie","","Warren","","1021","Leslie  Warren","Principal","2","(401) 233-2828","","","","smithfield@thechildrensworkshop.com","Smithfield","Town of Smithfield","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","9999"
"1161","","31302","","The Little Village Schoolhouse","The Little Village Schoolhouse","Little Village","2","School","Y","170 Pleasant View Avenue","","","Smithfield","RI","02917","Smithfield, RI  02917","","(401) 231-7446","","tlvschoolhouse@aol.com","","PK","KG","PK - KG","","","","","","","","  ","","","(401) 231-7446","","","","tlvschoolhouse@aol.com","Smithfield","Town of Smithfield","","","7","Independent (PK, Elem/Sec) ","","RIDE_Mar 11 2024 10:30AM","9999"
"1352","","35356","","Apponaug Christian Academy","Apponaug Christian Academy","Apponaug","2","School","Y","75 Prospect Street","","","Warwick","RI","02886","Warwick, RI  02886","","(401) 739-2499","(401) 732-1909","principal@apponaug.org","","KG","12","KG - 12","9","Director","Gail","","Fracassa","","1188","Gail  Fracassa","Principal","2","(401) 739-2499","","","(401) 732-1909","principal@apponaug.org","Warwick","City of Warwick","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","9999"
"1326","","35313","","Little Red Hen Preschool/Kindergarten, Inc.       ","Little Red Hen Preschool/KG   ","Little Red Hen ","2","School","Y","358 Forge Road                ","            ","","Warwick","RI","02818","Warwick, RI  02818","","(401) 884-5486","","janeconwat@littleredhenschool.com","                                                            ","PK","KF","PK - KF","9","Director","Jane","Ann","Conway","","1166","Jane Ann Conway","Principal","2","(401) 884-5486","","","","jamiekc17@yahoo.com","Warwick","City of Warwick","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","9999"
"1331","","35318","","Progressive Learning for Children","Progressive Learning","Progressive","2","School","Y","189 Tollgate Road","","","Warwick","RI","02886","Warwick, RI  02886","","(401) 737-0920","","info@proglearn.necoxmail.com","","PK","KG","PK - KG","9","Director","Ann","Marie","Parrillo","","1171","Ann Marie Parrillo","Principal","2","(401) 737-0920","","","","info@proglearn.necoxmail.com","Warwick","City of Warwick","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","9999"
"1315","","35301","","Rocky Hill Country Day School","Rocky Hill Country Day School","Rocky Hill","2","School","Y","530 Ives Road","","","East Greenwich","RI","02818","East Greenwich, RI  02818","","(401) 884-9070","(401) 885-4985","drich@rockyhill.org","www.rockyhill.org","PK","12","PK - 12","75","Head of School","Diane","","Rich","","4962","Diane  Rich","Principal","2","(401) 884-9070","","","(401) 885-4985","drich@rockyhill.org","Warwick","City of Warwick","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","950"
"1340","","35328","","Tender Hearts Child Care and Learning Center","Tender Hearts Child Care","Tender Hearts","2","School","Y","935 Jefferson Boulevard","","","Warwick","RI","02886","Warwick, RI  02886","","(401) 736-8844","(401) 736-8845","debbie@tenderheartsri.com","","PK","PF","PK - PF","30","Ex. Director","Deborah","S.","Thomson","","4659","Deborah S. Thomson","Principal","2","(401) 736-8844x11","","","(401) 736-8845","debbie@tenderheartsri.com","Warwick","City of Warwick","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","9999"
"1365","","35371","","The Stork's Nest Child Academy III","The Stork's Nest","Stork's Nest","2","School","Y","1100 Tollgate Road","","","Warwick","RI","02886","Warwick, RI  02886","","(401) 828-4567","","melissa@storksnestchild.com","","PK","KG","PK - KG","9","Director","Melissa","","DeNoffio","","1200","Melissa  DeNoffio","Principal","2","(401) 828-4567","","","","melissa@storksnestchild.com","Warwick","City of Warwick","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","9999"
"1438","","38306","","Islamic School of RI","Islamic School of RI","Islamic School","2","School","Y","840 (Rear) Providence Street","","","West Warwick","RI","02893","West Warwick, RI  02893","","(401) 821-8700","(401) 821-8701","contact@isrionline.org","","PK","10","PK - 10","9","Director","Hussein","","Abdelnassser ","","3908","Hussein  Abdelnassser ","Principal","2","(401) 821-8700","","","(401) 821-8701","principal@isrionline.org","West Warwick","Town of West Warwick","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","9999"
"1437","","38305","","The Tides School - West Warwick","The Tides School - WW","The Tides","2","School","Y","222 Washington Street","","","West Warwick","RI","02893","West Warwick, RI  02893","","(401) 822-1360","(401) 823-4694","imoore@tidesfs.org","","07","12","07 - 12","22","Special Ed. Director","Inga ","","Moore","","4858","Inga   Moore","Special Education Director","5","(401) 649-1009","","","(401) 823-4694","imoore@tidesfs.org","West Warwick","Town of West Warwick","","","7","Independent (PK, Elem/Sec) ","12","RIDE_Mar 11 2024 10:30AM","9999"
"1497","","39332","","Hillside Alternative Program","Hillside Alternative Program","Hillside","2","School","Y","141 Main Street","","","Woonsocket","RI","02895","Woonsocket, RI  02895","","(401) 762-0769","(401) 762-0958","abehap@gmail.com","","08","12","08 - 12","19","Program Director","Cathy","","Regan","","2861","Cathy  Regan","Principal","2","(401) 762-0769","","","(401) 762-0958","abehap@gmail.com","Woonsocket","City of Woonsocket","","","7","Independent (PK, Elem/Sec) ","5","RIDE_Mar 11 2024 10:30AM","1300"
"1497","","39332","","Hillside Alternative Program","Hillside Alternative Program","Hillside","2","School","Y","141 Main Street","","","Woonsocket","RI","02895","Woonsocket, RI  02895","","(401) 762-0769","(401) 762-0958","abehap@gmail.com","","08","12","08 - 12","260","Director of Special Education","Robert","","Purcell","","2862","Robert  Purcell","Special Education Director","5","(401) 762-0769","","","(401) 762-0958","bobpurc27@gmail.com","Woonsocket","City of Woonsocket","","","7","Independent (PK, Elem/Sec) ","12","RIDE_Mar 11 2024 10:30AM","1400"
